127.0.0.1 - - [16/Sep/2020:16:33:40 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:04:27 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2257
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:04:35 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2257
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:05:00 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2269
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:05:43 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2273
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:08:13 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2315
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:08:24 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2321
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:08:42 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2331
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:08:52 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2335
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:11:24 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2321
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:17:42 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 5451
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:18:45 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 5454
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:21:44 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5694
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:21:44 +0900] "GET /webTest/Model/login/info.css HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:21:44 +0900] "GET /webTest/Model/login/info.js HTTP/1.1" 200 3687
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:22:29 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5618
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:24:02 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:24:15 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:25:41 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:25:53 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:25:54 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:28:24 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5632
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:28:35 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5647
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:28:44 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5647
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:28:49 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5647
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:30:06 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5660
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:30:31 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5669
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:30:39 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:30:47 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:30:55 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:31:02 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:31:09 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:32:13 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:32:36 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5690
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:34:52 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5724
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:35:33 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5734
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:36:21 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5714
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:36:39 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5739
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:36:52 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5714
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:38:51 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5728
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:40:20 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:40:31 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:40:42 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:41:04 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:41:04 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:41:45 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2170
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:41:45 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:41:45 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:41:45 +0900] "GET /webTest/View/login/webTest/img/logo.png HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:41:57 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 5455
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:04 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:24 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:25 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:26 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:27 +0900] "GET /webTest/View/article/list.jsp HTTP/1.1" 500 3294
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:31 +0900] "GET /webTest/View/article/list.jsp HTTP/1.1" 500 3294
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:32 +0900] "GET /ListArticleHandler HTTP/1.1" 200 3282
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:32 +0900] "GET /Model/mainForm/mainForm.css HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:32 +0900] "GET /Model/mainForm/mainForm.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:32 +0900] "GET /img/login/login.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:32 +0900] "GET /img/logo.png HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:34 +0900] "GET /ListArticleHandler HTTP/1.1" 200 3282
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:34 +0900] "GET /Model/mainForm/mainForm.css HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:34 +0900] "GET /Model/mainForm/mainForm.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:34 +0900] "GET /img/logo.png HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:34 +0900] "GET /img/login/login.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:35 +0900] "GET /ListArticleHandler HTTP/1.1" 200 3282
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:35 +0900] "GET /Model/mainForm/mainForm.css HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:35 +0900] "GET /Model/mainForm/mainForm.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:35 +0900] "GET /img/login/login.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:35 +0900] "GET /img/logo.png HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:42:36 +0900] "GET /fileUpLoad/fileList.jsp HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:43:26 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:44:40 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 1652
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:45:59 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 2302
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:46:11 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 3952
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:46:24 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 3952
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:46:31 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2071
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:46:31 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:46:31 +0900] "GET /webTest/View/login/webTest/img/logo.png HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:46:31 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:46:37 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:47:38 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4054
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:48:29 +0900] "GET /webTest/View/login/joinSuccess.jsp HTTP/1.1" 500 2787
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:51:23 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4144
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:52:09 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4104
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:52:54 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4104
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:54:06 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4103
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:54:29 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4111
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:54:57 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4125
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:56:25 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4188
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:57:18 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4123
0:0:0:0:0:0:0:1 - - [16/Sep/2020:17:57:37 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4104
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:14:35 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4175
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:14:36 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4175
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:14:49 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4190
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:15:15 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4203
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:16:02 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4223
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:16:22 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4210
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:17:27 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4125
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:18:03 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4146
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:18:17 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4155
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:18:32 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4170
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:18:49 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4189
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:18:59 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4176
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:19:20 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4178
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:20:23 +0900] "GET /webTest/%EB%82%98%EB%8A%94%EA%B0%80%EC%88%98%EB%8B%A4.msi HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:20:40 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4185
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:20:40 +0900] "GET /webTest//img/newchart/%EB%8B%A4%EC%9A%B4%EB%A1%9C%EB%93%9C%20(7).jpg HTTP/1.1" 200 9507
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:20:42 +0900] "GET /webTest/View/login/%EB%82%98%EB%8A%94%EA%B0%80%EC%88%98%EB%8B%A4.msi HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:20:48 +0900] "GET /webTest/View/login/%EB%82%98%EB%8A%94%EA%B0%80%EC%88%98%EB%8B%A4.msi HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:20:50 +0900] "GET /webTest/View/login/%EB%82%98%EB%8A%94%EA%B0%80%EC%88%98%EB%8B%A4.msi HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:00 +0900] "GET /webTest/View/login/%EB%82%98%EB%8A%94%EA%B0%80%EC%88%98%EB%8B%A4.msi HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:02 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4185
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:09 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4186
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:11 +0900] "GET /%EB%82%98%EB%8A%94%EA%B0%80%EC%88%98%EB%8B%A4.msi HTTP/1.1" 200 1606656
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:50 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:55 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2071
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:55 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:55 +0900] "GET /webTest/View/login/webTest/img/logo.png HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:21:55 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:23:07 +0900] "GET /webTest/View/test/test.jsp HTTP/1.1" 200 3238
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:24:52 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2071
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:24:52 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:24:52 +0900] "GET /webTest/View/login/webTest/img/logo.png HTTP/1.1" 404 809
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:24:52 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:25:01 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:25:01 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:25:01 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:26:13 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2340
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:26:13 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:26:28 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2553
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:26:28 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:27:03 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2484
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:27:03 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:27:03 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:27:13 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2497
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:27:13 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:27:29 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2521
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:27:29 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:03 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2515
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:03 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:03 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:08 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2515
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:08 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:08 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:16 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2500
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:29:16 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:30:31 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2462
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:30:31 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:30:31 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:21 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2465
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:21 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:22 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:24 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:25 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:26 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:27 +0900] "GET /webTest/View/article/list.jsp HTTP/1.1" 500 3294
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:28 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:28 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4186
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:30 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:30 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:31 +0900] "GET /webTest/View/article/list.jsp HTTP/1.1" 500 3294
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:32 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4186
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:33 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4186
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:34 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:35 +0900] "GET /webTest/View/fileUpLoad/fileList.jsp HTTP/1.1" 200 7368
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:36 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2465
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:36 +0900] "GET /webTest/Model/mainForm/index.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:38 +0900] "GET /webTest/View/login/signUp.jsp HTTP/1.1" 200 5730
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:41 +0900] "GET /index HTTP/1.1" 200 4186
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:31:41 +0900] "GET /img/newchart/%EB%8B%A4%EC%9A%B4%EB%A1%9C%EB%93%9C%20(16).jpg HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:33:01 +0900] "GET /webTest/login/login.jsp HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:34:23 +0900] "GET /webTest/View/login/index.jsp HTTP/1.1" 200 4191
0:0:0:0:0:0:0:1 - - [16/Sep/2020:18:34:25 +0900] "GET /webTest/View/login/login.jsp HTTP/1.1" 200 2459
